#QTLName	Parent_1	Parent_2	TraitName	Journal	Year	Volume	Page	Title
Seed palmitic 2-2	Cook	N87-2122-4.	Seed palmitic acid content	Crop Science	2002	42	373-378	Molecular Mapping Genes Conditioning Reduced Palmitic Acid Content in N87-2122-4 Soybean
Seed palmitic 3-1	Essex	Williams	Seed palmitic acid content	Journal of the American Oil Chemists Society	2004	81	1115-1118	Molecular mapping and identification of soybean fatty acid modifier quantitative trait loci
Seed palmitic 3-2	Essex	Williams	Seed palmitic acid content	Journal of the American Oil Chemists Society	2004	81	1115-1118	Molecular mapping and identification of soybean fatty acid modifier quantitative trait loci
Seed palmitic 3-3	Essex	Williams	Seed palmitic acid content	Journal of the American Oil Chemists Society	2004	81	1115-1118	Molecular mapping and identification of soybean fatty acid modifier quantitative trait loci
Seed palmitic 4-1	RG10	OX948	Seed palmitic acid content					Seed and agronomic QTL in low linolenic acid, lipoxygenase-free soybean (Glycine max (L.) Merrill) germplasm.
Seed palmitic 4-2	RG10	OX948	Seed palmitic acid content					Seed and agronomic QTL in low linolenic acid, lipoxygenase-free soybean (Glycine max (L.) Merrill) germplasm.
Seed palmitic 4-3	RG10	OX948	Seed palmitic acid content					Seed and agronomic QTL in low linolenic acid, lipoxygenase-free soybean (Glycine max (L.) Merrill) germplasm.
Seed palmitic 4-4	RG10	OX948	Seed palmitic acid content					Seed and agronomic QTL in low linolenic acid, lipoxygenase-free soybean (Glycine max (L.) Merrill) germplasm.
Seed palmitic 4-5	RG10	OX948	Seed palmitic acid content					Seed and agronomic QTL in low linolenic acid, lipoxygenase-free soybean (Glycine max (L.) Merrill) germplasm.
Seed palmitic 4-6	RG10	OX948	Seed palmitic acid content					Seed and agronomic QTL in low linolenic acid, lipoxygenase-free soybean (Glycine max (L.) Merrill) germplasm.
Seed palmitic 4-7	RG10	OX948	Seed palmitic acid content					Seed and agronomic QTL in low linolenic acid, lipoxygenase-free soybean (Glycine max (L.) Merrill) germplasm.
Seed palmitic 5-1	N87-984-16	TN93-99	Seed palmitic acid content					Modifier QTL for fatty acid composition in soybean oil
Seed palmitic 5-2	N87-984-16	TN93-99	Seed palmitic acid content					Modifier QTL for fatty acid composition in soybean oil
Seed palmitic 6-1	KF1	NN1138-2	Seed palmitic acid content					Genetic structure composed of additive QTL, epistatic QTL pairs and collective unmapped minor QTL conferring oil content and fatty acid components of soybeans
Seed palmitic 6-2	KF1	NN1138-2	Seed palmitic acid content					Genetic structure composed of additive QTL, epistatic QTL pairs and collective unmapped minor QTL conferring oil content and fatty acid components of soybeans
Seed palmitic 6-3	KF1	NN1138-2	Seed palmitic acid content					Genetic structure composed of additive QTL, epistatic QTL pairs and collective unmapped minor QTL conferring oil content and fatty acid components of soybeans
Seed palmitic 6-4	KF1	NN1138-2	Seed palmitic acid content					Genetic structure composed of additive QTL, epistatic QTL pairs and collective unmapped minor QTL conferring oil content and fatty acid components of soybeans
Seed palmitic 6-5	KF1	NN1138-2	Seed palmitic acid content					Genetic structure composed of additive QTL, epistatic QTL pairs and collective unmapped minor QTL conferring oil content and fatty acid components of soybeans
Seed palmitic 6-6	KF1	NN1138-2	Seed palmitic acid content					Genetic structure composed of additive QTL, epistatic QTL pairs and collective unmapped minor QTL conferring oil content and fatty acid components of soybeans
Seed palmitic 7-1	SD02-4-59	A02-381100	Seed palmitic acid content					Quantitative trait locus analysis of saturated fatty acids in a population of recombinant inbred lines of soybean
Seed palmitic 7-2	SD02-4-59	A02-381100	Seed palmitic acid content					Quantitative trait locus analysis of saturated fatty acids in a population of recombinant inbred lines of soybean
Seed palmitic 7-3	SD02-4-59	A02-381100	Seed palmitic acid content					Quantitative trait locus analysis of saturated fatty acids in a population of recombinant inbred lines of soybean
Seed palmitic 7-4	SD02-4-59	A02-381100	Seed palmitic acid content					Quantitative trait locus analysis of saturated fatty acids in a population of recombinant inbred lines of soybean
Seed palmitic 7-5	SD02-4-59	A02-381100	Seed palmitic acid content					Quantitative trait locus analysis of saturated fatty acids in a population of recombinant inbred lines of soybean
Seed palmitic 7-6	SD02-4-59	A02-381100	Seed palmitic acid content					Quantitative trait locus analysis of saturated fatty acids in a population of recombinant inbred lines of soybean
Seed palmitic 7-7	SD02-4-59	A02-381100	Seed palmitic acid content					Quantitative trait locus analysis of saturated fatty acids in a population of recombinant inbred lines of soybean
Seed palmitic 7-8	SD02-4-59	A02-381100	Seed palmitic acid content					Quantitative trait locus analysis of saturated fatty acids in a population of recombinant inbred lines of soybean
Seed palmitic 8-1	HeFeng 25	Dongnong L-5	Seed palmitic acid content					SSR- and SNP-related QTL underlying linolenic acid and other fatty acid contents in soybean seeds across multiple environments
Seed palmitic 8-2	HeFeng 25	Dongnong L-5	Seed palmitic acid content					SSR- and SNP-related QTL underlying linolenic acid and other fatty acid contents in soybean seeds across multiple environments
Seed palmitic 8-3	HeFeng 25	Dongnong L-5	Seed palmitic acid content					SSR- and SNP-related QTL underlying linolenic acid and other fatty acid contents in soybean seeds across multiple environments
Seed palmitic 8-4	HeFeng 25	Dongnong L-5	Seed palmitic acid content					SSR- and SNP-related QTL underlying linolenic acid and other fatty acid contents in soybean seeds across multiple environments
Seed palmitic 9-1	MD 96-5722	Spencer	Seed palmitic acid content	Canadian Journal of Plant Science	NULL	NULL	NULL	Identification of Quantitative Trait Loci (QTL) Underlying Protein, Oil, and Five Major Fatty AcidsÕ Contents in Soybean
Seed palmitic 9-2	MD 96-5722	Spencer	Seed palmitic acid content	Canadian Journal of Plant Science	NULL	NULL	NULL	Identification of Quantitative Trait Loci (QTL) Underlying Protein, Oil, and Five Major Fatty AcidsÕ Contents in Soybean
Seed palmitic plus stearic 1-1	Keunolkong	Iksan10	Seed palmitic+stearic acid content					Analysis of Quantitative Trait Loci (QTLs) for Seed Size and Fatty Acid Composition Using Recombinant Inbred Lines in Soybean
Seed palmitic plus stearic 1-2	Keunolkong	Iksan10	Seed palmitic+stearic acid content					Analysis of Quantitative Trait Loci (QTLs) for Seed Size and Fatty Acid Composition Using Recombinant Inbred Lines in Soybean
Seed pectin 1-1	Minsoy	Archer	Pectin content	Crop Science	2004	44	2101-2106	Quantitative Trait Loci Associated with Cell Wall Polysaccharides in Soybean Seed
Seed Phe 1-1	N87-984-16	TN93-99	Seed phenylalanine content					Genomic regions associated with amino acid composition in soybean
Seed Phe 1-2	N87-984-16	TN93-99	Seed phenylalanine content					Genomic regions associated with amino acid composition in soybean
Seed Phe 1-3	N87-984-16	TN93-99	Seed phenylalanine content					Genomic regions associated with amino acid composition in soybean
Seed Phe 1-4	N87-984-16	TN93-99	Seed phenylalanine content					Genomic regions associated with amino acid composition in soybean
Seed Phe 1-5	N87-984-16	TN93-99	Seed phenylalanine content					Genomic regions associated with amino acid composition in soybean
Seed Phe 1-6	N87-984-16	TN93-99	Seed phenylalanine content					Genomic regions associated with amino acid composition in soybean
Seed phytate 1-1	AGS Boggs-RR	CX1834-1-2	Seed phytate content	Crop Science	2006	46	390-397	Genetic Mapping of Loci Associated with Seed Phytic Acid Content in CX1834-1-2 Soybean
Seed phytate 1-2	AGS Boggs-RR	CX1834-1-2	Seed phytate content	Crop Science	2006	46	390-397	Genetic Mapping of Loci Associated with Seed Phytic Acid Content in CX1834-1-2 Soybean
Seed phytate 2-1	CX1834-1-6	V99-3337	Seed phytate content					Validation of Low-Phytate QTLs and Evaluation of Seedling Emergence of Low-Phytate Soybeans
Seed phytate 2-2	CX1834-1-6	V99-3337	Seed phytate content					Validation of Low-Phytate QTLs and Evaluation of Seedling Emergence of Low-Phytate Soybeans
Seed Pro 1-1	N87-984-16	TN93-99	Seed proline content					Genomic regions associated with amino acid composition in soybean
Seed Pro 1-2	N87-984-16	TN93-99	Seed proline content					Genomic regions associated with amino acid composition in soybean
Seed Pro 1-3	N87-984-16	TN93-99	Seed proline content					Genomic regions associated with amino acid composition in soybean
Seed Pro 1-4	N87-984-16	TN93-99	Seed proline content					Genomic regions associated with amino acid composition in soybean
Seed protein 1-1	A81356022	PI468916	Seed protein content	Theor. Appl. Genet.	1992	83	608-612	RFLP analysis of soybean seed protein and oil content
Seed protein 1-2	A81356022	PI468916	Seed protein content	Theor. Appl. Genet.	1992	83	608-612	RFLP analysis of soybean seed protein and oil content
Seed protein 1-3	A81356022	PI468916	Seed protein content	Theor. Appl. Genet.	1992	83	608-612	RFLP analysis of soybean seed protein and oil content
Seed protein 1-4	A81356022	PI468916	Seed protein content	Theor. Appl. Genet.	1992	83	608-612	RFLP analysis of soybean seed protein and oil content
Seed protein 1-5	A81356022	PI468916	Seed protein content	Theor. Appl. Genet.	1992	83	608-612	RFLP analysis of soybean seed protein and oil content
Seed protein 1-6	A81356022	PI468916	Seed protein content	Theor. Appl. Genet.	1992	83	608-612	RFLP analysis of soybean seed protein and oil content
Seed protein 1-7	A81356022	PI468916	Seed protein content	Theor. Appl. Genet.	1992	83	608-612	RFLP analysis of soybean seed protein and oil content
Seed protein 1-8	A81356022	PI468916	Seed protein content	Theor. Appl. Genet.	1992	83	608-612	RFLP analysis of soybean seed protein and oil content
Seed protein 10-1	G.max	G.soja	Seed protein content	Crop Science	2000	40	1438-1444	Analysis of a quantitative trait locus allele from wild soybean that increases seed protein concentration in soybean
Seed protein 11-1	Parker	G.soja	Seed protein content	Crop Science	2000	40	1438-1444	Analysis of a quantitative trait locus allele from wild soybean that increases seed protein concentration in soybean
Seed protein 12-1	Minsoy	Noir 1	Seed protein content	Crop Science	2001	41	493-509	Soybean Response to Water:A QTL Analysis of Drought Tolerance
Seed protein 12-2	Minsoy	Noir 1	Seed protein content	Crop Science	2001	41	493-509	Soybean Response to Water:A QTL Analysis of Drought Tolerance
Seed protein 12-3	Minsoy	Noir 1	Seed protein content	Crop Science	2001	41	493-509	Soybean Response to Water:A QTL Analysis of Drought Tolerance
Seed protein 12-4	Minsoy	Noir 1	Seed protein content	Crop Science	2001	41	493-509	Soybean Response to Water:A QTL Analysis of Drought Tolerance
Seed protein 12-5	Minsoy	Noir 1	Seed protein content	Crop Science	2001	41	493-509	Soybean Response to Water:A QTL Analysis of Drought Tolerance
Seed protein 13-1	Ma.Belle	Proto	Seed protein content	Theoretical and Applied Genetics	2001	103	912-919	Seed quality QTLs identified in a molecular map of early maturing soybean
Seed protein 13-2	Ma.Belle	Proto	Seed protein content	Theoretical and Applied Genetics	2001	103	912-919	Seed quality QTLs identified in a molecular map of early maturing soybean
Seed protein 13-3	Ma.Belle	Proto	Seed protein content	Theoretical and Applied Genetics	2001	103	912-919	Seed quality QTLs identified in a molecular map of early maturing soybean
Seed protein 13-4	Ma.Belle	Proto	Seed protein content	Theoretical and Applied Genetics	2001	103	912-919	Seed quality QTLs identified in a molecular map of early maturing soybean
Seed protein 14-1	M91-212006	SZG9652	Seed protein content	Plant Breeding	2002	121	272-274	The presence or absence of the soybean Kunitz trypsin inhibitor as a quantitative trait locus for seed protein content
Seed protein 15-1	A3733	PI437088A	Seed protein content	Crop Science	2003	43	1053-1067	The seed protein, oil, and yield QTL on soybean linkage group I
Seed protein 16-1	Essex	Essex	Seed protein content	Euphytica	2003	129	387-393	Quantitative trait loci for agronomic and seed quality traits in an F-2 and F-4:6 soybean population
Seed protein 16-2	Essex	Essex	Seed protein content	Euphytica	2003	129	387-393	Quantitative trait loci for agronomic and seed quality traits in an F-2 and F-4:6 soybean population
Seed protein 19-1	Minsoy	Archer	Seed protein content	Crop Science	2004	44	2101-2106	Quantitative Trait Loci Associated with Cell Wall Polysaccharides in Soybean Seed
Seed protein 2-1	Noir 1	Minsoy	Seed protein content	Crop Science	1996	36	1327-1336	Genetic mapping of agronomic traits using recombinant inbred lines of soybean.
Seed protein 2-2	Noir 1	Minsoy	Seed protein content	Crop Science	1996	36	1327-1336	Genetic mapping of agronomic traits using recombinant inbred lines of soybean.
